CC;KTPS;NO HT;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
HSTORE;1559.6555312558837;False;1.0;15.0;True;8;4;1647;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5e-06;4.068642;0.003995;0.0;0.504229;0.53256;0.016333;0.05959400000000001;2.150201;793210
MVCC;937.1807248134751;False;1.0;15.0;True;112;4;1239531;0;0;0.0;0.0;33305226288.0;38614005620.0;0.0;0.0;0.0;0.00011999999999999999;1327.044092;132.76464199999998;19.815507999999998;8.095724;96.609938;0.301933;1.857706;1054.963478;11104287
MVCC;748.6394892142973;False;1.0;15.0;True;168;4;1700948;0;0;0.0;0.0;68190302780.0;69581568688.0;0.0;0.0;0.0;0.00022400000000000002;3704.109003;346.89421200000004;39.428416;13.291602;184.692001;0.45386099999999996;3.618421;3100.6516030000003;16506204
MVCC;1619.1963317740908;False;1.0;15.0;True;16;4;90379;0;0;0.0;0.0;2115683318.0;2495214812.0;0.0;0.0;0.0;1e-05;15.468622;0.897011;1.302816;0.9174700000000001;6.603142;0.046417;0.120804;4.636401;1565421
MVCC;232.58897109616856;False;1.0;15.0;True;1;4;0;0;0;0.0;0.0;99297462.0;88610550.0;0.0;0.0;0.0;4e-06;0.429943;0.0;0.044356;0.040597;0.287306;0.001957;0.0025;0.0;100000
MVCC;657.2169808574703;False;1.0;15.0;True;224;4;2244550;0;0;0.0;0.0;103668904836.0;112103393546.0;0.0;0.0;0.0;0.000341;7376.285174;695.38112;59.093742000000006;18.089829;283.400448;0.6088100000000001;5.52522;6293.325871999999;21642053
MVCC;409.3045123933199;False;1.0;15.0;True;280;4;2785294;0;0;0.0;0.0;242388454154.0;206950565322.0;0.0;0.0;0.0;0.000684;18592.196591;1765.7533809999998;122.511126;35.048196000000004;582.121689;0.831218;9.433733;16051.842954;27178107
MVCC;1813.9385846038329;False;1.0;15.0;True;28;4;275192;0;0;0.0;0.0;3931216236.0;4749014568.0;0.0;0.0;0.0;1.4999999999999999e-05;42.51149;3.958729;2.621583;1.6449369999999999;11.99521;0.088328;0.23489000000000002;20.466323000000003;2754044
MVCC;664.7190719802328;False;1.0;15.0;True;4;4;77;0;0;0.0;0.0;539755758.0;465676136.0;0.0;0.0;0.0;6e-06;2.344088;0.020307;0.250672;0.23191900000000001;1.474041;0.008381999999999999;0.022042;0.013837;389540
MVCC;1759.6395116428562;False;1.0;15.0;True;56;4;688535;0;0;0.0;0.0;9701908048.0;9992682576.0;0.0;0.0;0.0;3.2e-05;175.750475;19.114582000000002;5.988418;2.9948740000000003;26.528586999999998;0.168996;0.476901;118.631373;5522455
