CC;KTPS;NO HT;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
OCC;602.335074989018;False;1.0;15.0;True;224;1024;7568;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00037200000000000004;7863.495899;53.616424;2590.442973;10.365776;7740.414476000001;0.478393;0.8514459999999999;0.0;21144908
OCC;1062.0817672372898;False;1.0;15.0;True;28;1024;121;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6000000000000002e-05;73.030057;0.009444;36.75295;1.2655379999999998;67.199184;0.061361;0.11298;0.0;2770139
OCC;420.753934700461;False;1.0;15.0;True;448;1024;26901;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001065;44424.691342;1305.010235;14482.574786000001;28.562409000000002;42919.723309;0.947876;1.6729580000000002;0.0;41722910
OCC;1007.545857357165;False;1.0;15.0;True;56;1024;549;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6000000000000006e-05;307.176228;0.164457;128.685148;2.334108;295.215642;0.12486099999999999;0.225564;0.0;5526681
OCC;378.9855368881049;False;1.0;15.0;True;896;1024;87423;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002364;183874.916843;19021.84933;58972.24972100001;61.39794499999999;164439.985455;1.780246;3.149356;0.0;77774480
OCC;598.3391831690042;False;1.0;15.0;True;8;1024;8;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3000000000000001e-05;10.549869000000001;0.00023500000000000002;6.577189;0.388027;8.98906;0.017108;0.032843000000000004;0.0;789050
WAIT DIE;387.55522363395994;False;1.0;15.0;True;1024;1024;293144;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026420000000000003;256031.34470900003;89.916881;125269.18683299999;89.987831;255265.153608;6.376129;2.5799939999999997;51.442254;96900669
WAIT DIE;3238.8881001037116;False;1.0;15.0;True;112;1024;1219;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5e-05;370.027519;0.019868;169.01160900000002;6.004037;340.23445499999997;0.615513;0.265047;0.006268999999999999;10700694
WAIT DIE;230.7049883032571;False;1.0;15.0;True;1;1024;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4e-06;0.433454;0.0;0.11654;0.029613999999999998;0.269095;0.005447;0.002257;0.0;100000
WAIT DIE;1799.448631846576;False;1.0;15.0;True;224;1024;7749;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000124;2665.682069;0.26104299999999997;1338.835359;14.090660999999999;2581.353372;1.22476;0.5257850000000001;0.08772;21414098
WAIT DIE;3876.819597017563;False;1.0;15.0;True;28;1024;36;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.000000000000001e-06;20.027374;0.00035499999999999996;4.856299;1.696761;13.194405999999999;0.16994;0.07638400000000001;7.5e-05;2772947
WAIT DIE;903.7455206975485;False;1.0;15.0;True;448;1024;69129;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000496;20775.933811000003;5.358562999999999;10405.049164;36.060944;20526.030803;2.652548;1.064815;1.6629450000000001;41911065
