CC;KTPS;NO HT;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
TICTOC;726.2968689873807;False;1.0;15.0;False;224;1024;1408;0;0;3760763970.0;0.0;14067735448.0;0.0;6.271091;0.0;0.0;0.000308;6274.298506;1.009723;299.789221;277.321758;887.737747;0.6100270000000001;0.0;0.0;20343765
TICTOC;1627.5680168016686;False;1.0;15.0;False;28;1024;140;0;0;31762035.0;0.0;259514498.0;0.0;0.12648399999999999;0.0;0.0;1.7e-05;47.264829;0.005196;2.9930369999999997;3.251487;14.382166;0.058054999999999995;0.0;0.0;2747383
TICTOC;519.0908273850297;False;1.0;15.0;False;448;1024;3025;0;0;18951096360.0;0.0;37308818765.0;0.0;34.00493;0.0;0.0;0.000863;24934.101959;7.4776940000000005;292.611155;961.2760519999999;1594.4225880000001;1.7033580000000001;0.0;0.0;28890767
TICTOC;1882.6569181759255;False;1.0;15.0;False;56;1024;259;0;0;44571090.0;0.0;486652592.0;0.0;0.134553;0.0;0.0;2.9999999999999997e-05;161.719666;0.019205;5.787541;9.264275;28.407534000000002;0.116605;0.0;0.0;5436833
TICTOC;468.1868462461166;False;1.0;15.0;False;896;1024;6096;0;0;75055153652.0;0.0;57267469591.0;0.0;94.477423;0.0;0.0;0.0019140000000000001;76238.343965;47.852784;601.865588;1589.250629;3559.312068;3.112844;0.0;0.0;39836819
WAIT DIE;423.2070924645061;False;1.0;15.0;False;1024;1024;10184;0;0;10353073326.0;0.0;85145045743.0;0.0;45.747006;0.0;0.0;0.00242;105939.195742;6.301026;1290.240235;1577.872294;4176.767419;7.213959;2.60415;3.420632;43783417
WAIT DIE;1262.0243946107007;False;1.0;15.0;False;112;1024;89;0;0;86015126.0;0.0;2267646455.0;0.0;1.543691;0.0;0.0;8.9e-05;883.6914949999999;0.004748;24.646074;60.079828000000006;155.119396;0.723833;0.338892;0.002849;9957502
WAIT DIE;988.7185604019384;False;1.0;15.0;False;168;1024;198;0;0;2050050475.0;0.0;6893165732.0;0.0;5.553959;0.0;0.0;0.00016999999999999999;2427.9136329999997;0.018423;47.987959000000004;121.985418;327.97182000000004;1.19327;0.557124;0.010232999999999999;14288829
WAIT DIE;109.16553862276757;False;1.0;15.0;False;1;1024;0;0;0;713889.0;0.0;7681410.0;0.0;0.006031;0.0;0.0;9e-06;0.91604;0.0;0.10647899999999999;0.06862;0.413601;0.005652;0.002421;0.0;100000
WAIT DIE;731.8053648248651;False;1.0;15.0;False;224;1024;414;0;0;1715664872.0;0.0;14848289802.0;0.0;6.96355;0.0;0.0;0.000306;6043.630578;0.071991;74.534022;265.739719;583.0993589999999;1.596054;0.732686;0.0461;19744470
WAIT DIE;1468.543483731367;False;1.0;15.0;False;28;1024;3;0;0;27977342.0;0.0;432411314.0;0.0;0.30866;0.0;0.0;1.9e-05;52.669881999999994;7.900000000000001e-05;4.679739;4.57984;19.910262;0.18220899999999998;0.085895;0.0;2762429
WAIT DIE;504.29407534178307;False;1.0;15.0;False;448;1024;1713;0;0;5356100588.0;0.0;43759408690.0;0.0;22.603469;0.0;0.0;0.0008880000000000001;26411.962407;0.631233;397.699236;799.604158;1997.925011;4.25134;1.6757959999999998;0.368772;29730795
